FLUXO ATUARIAL   -   CIVIL   -   PLANO PREVIDENCIÁRIO   -   BENEFÍCIOS AVALIADOS EM REGIME FINANCEIRO DE CAPITALIZAÇÃO   -   GERAÇÃO ATUAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INFORMAÇÕES PRELIMINARES;;;;;CONTRIBUIÇÕES FUTURAS DE APOSENTADOS  E PENSIONISTAS -  BENEFÍCIOS CONCEDIDOS;;;;;;;CONTRIBUIÇÕES FUTURAS DO ENTE - BENEFÍCIOS A CONCEDER;;;;;;;;CONTRIBUIÇÕES FUTURAS DOS ATIVOS - BENEFÍCIOS A CONCEDER;;;;;;;;CONTRIB. FUT. APOSENTADOS - BENEF. A CONCEDER;;;;;CONTRIB. FUT. PENSIONISTAS - BENEF. A CONCEDER;;;;;;OUTRAS RECEITAS - BENEF. A CONCEDER;;;;TOTAL;ENCARGOS - BENEFÍCIOS CONCEDIDOS;;;;;;;ENCARGOS - BENEFÍCIOS A CONCEDER;;;;;;;;;;TOTAL;RESULTADOS;;;;
26;2045;6,00;0,2198;1.604.433,91853;0,00;0,00;0,00;0,00;0,00;0,00;30.103,7115;300.453,07689;177.202,47503;77.160,45596;0,00;10.590,32034;12.638,423;20.198,23123;2.663,17133;179.469,23522;108.861,69074;47.286,86348;0,00;5.358,48775;6.394,78625;10.219,8962;1.347,51079;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;812.514,49247;355.910,2477;0,00;0,00;1.678.450,76377;49.397,66061;38.513,25533;0,00;0,00;8.065,07029;2.819,33499;0,00;8.503.230,52584;4.452.269,41131;2.828.106,38012;0,00;240.418,79604;257.912,58817;602.828,69344;4.010,68212;117.683,97463;0,00;8.552.628,18645;-6.874.177,42268;109.311.600,48463;6,00;6.236.902,03557;110.185.269,29502
27;2046;6,00;0,20736;1.152.964,30185;0,00;0,00;0,00;0,00;0,00;0,00;30.552,7245;215.908,96829;127.339,6963;55.448,37354;0,00;7.610,32359;9.082,11325;14.514,67667;1.913,78494;138.974,53343;85.645,49284;36.570,53631;0,00;3.850,66971;4.595,36549;7.344,13263;968,33645;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;824.633,58185;363.630,85308;0,00;0,00;1.573.700,66114;45.812,73515;35.406,06966;0,00;0,00;7.599,0285;2.807,637;0,00;8.652.725,17937;4.640.717,946;2.755.266,03716;0,00;237.841,05117;253.283,46213;643.295,26729;2.882,12139;119.439,29422;0,00;8.698.537,91452;-7.124.837,25338;108.707.863,04216;6,00;6.183.625,9225;109.244.057,96414
28;2047;6,00;0,19562;787.886,53077;0,00;0,00;0,00;0,00;0,00;0,00;29.750,81156;147.542,96184;87.018,50646;37.891,04884;0,00;5.200,5699;6.206,32806;9.918,70974;1.307,79884;105.364,32778;65.961,25279;27.951,02936;0,00;2.631,38312;3.140,27639;5.018,66638;661,71975;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;802.989,54365;373.254,69032;0,00;0,00;1.458.902,33516;42.213,45481;32.296,12705;0,00;0,00;7.122,03858;2.795,28918;0,00;8.490.304,68043;4.526.040,3166;2.679.906,64154;0,00;235.205,41468;248.271,43844;682.606,96222;1.969,51859;116.304,38837;0,00;8.532.518,13524;-7.073.615,80008;107.860.317,24133;6,00;6.130.226,52984;108.300.668,6939
29;2048;6,00;0,18455;765.110,77009;0,00;0,00;0,00;0,00;0,00;0,00;29.561,64888;143.277,87663;84.503,02662;36.795,71667;0,00;5.050,23489;6.026,91918;9.631,98551;1.269,99376;104.969,7428;66.196,10632;27.652,63985;0,00;2.555,31664;3.049,49913;4.873,58972;642,59114;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;797.883,94663;381.348,4688;0,00;0,00;1.457.041,68374;38.651,03145;29.224,88716;0,00;0,00;6.644,05698;2.782,08731;0,00;8.477.450,89389;4.563.439,25922;2.601.928,31575;0,00;231.520,13896;242.151,82641;720.933,87104;1.912,5849;115.564,89762;0,00;8.516.101,92534;-7.059.060,2416;106.997.919,12631;6,00;6.074.496,50714;107.316.104,95944
30;2049;6,00;0,1741;553.561,78323;0,00;0,00;0,00;0,00;0,00;0,00;29.610,78824;103.662,31922;61.138,39713;26.621,90016;0,00;3.653,87227;4.360,50865;6.968,79365;918,84736;87.110,74811;56.313,30639;22.751,34047;0,00;1.848,78542;2.206,32912;3.526,06854;464,91817;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;799.210,24297;389.632,17559;0,00;0,00;1.409.226,27414;35.156,46754;26.220,38765;0,00;0,00;6.167,93502;2.768,14488;0,00;8.518.986,20345;4.661.211,8013;2.521.551,51035;0,00;226.288,94907;234.920,48733;757.872,69252;1.383,76553;115.756,99736;0,00;8.554.142,67099;-7.144.916,39685;106.072.175,01475;6,00;6.010.271,31376;106.181.459,87635
31;2050;6,00;0,16425;257.812,86517;0,00;0,00;0,00;0,00;0,00;0,00;28.732,70083;48.279,1268;28.474,26577;12.398,73952;0,00;1.701,73467;2.030,83967;3.245,60819;427,93899;60.113,61446;40.578,5573;15.787,70956;0,00;861,0433;1.027,56377;1.642,21205;216,52847;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;775.510,21692;398.075,76142;0,00;0,00;1.310.711,42043;31.245,15969;22.796,50796;0,00;0,00;5.695,50542;2.753,14632;0,00;8.326.972,94066;4.534.841,71196;2.438.611,52997;0,00;220.802,54631;227.401,3583;792.347,02285;644,46746;112.324,3038;0,00;8.358.218,10035;-7.047.506,67992;105.023.906,90417;6,00;5.948.037,19179;105.081.990,38822
32;2051;6,00;0,15495;219.525,88684;0,00;0,00;0,00;0,00;0,00;0,00;27.759,77292;41.109,34542;24.245,64205;10.557,44168;0,00;1.449,0154;1.729,24605;2.763,61312;364,38712;57.372,60762;39.106,87216;15.074,89468;0,00;733,17247;874,9635;1.398,3323;184,37251;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;749.250,39741;0,00;0,00;0,00;875.492,12336;28.177,66907;20.210,68451;0,00;0,00;5.229,69781;2.737,28675;0,00;8.108.570,3508;4.387.254,9645;2.353.451,54834;0,00;215.084,13539;219.621,8135;824.088,27773;548,75962;108.520,85173;0,00;8.136.748,01987;-7.261.255,89651;103.956.858,78706;6,00;5.869.244,0695;103.689.978,56121
33;2052;6,00;0,14618;200.493,01288;0,00;0,00;0,00;0,00;0,00;0,00;26.964,39386;37.545,169;22.143,54714;9.642,11247;0,00;1.323,3859;1.579,32058;2.524,00812;332,79479;56.716,90264;38.989,97588;14.812,73158;0,00;669,60648;799,10425;1.277,09702;168,38743;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;727.782,7119;0,00;0,00;0,00;849.009,1774;25.231,01466;17.738,30128;0,00;0,00;4.772,41419;2.720,29918;0,00;7.929.516,71253;4.284.938,1429;2.266.094,08683;0,00;208.728,60433;211.577,06328;852.266,14432;501,18221;105.411,48865;0,00;7.954.747,72719;-7.105.738,54979;102.651.261,70;6,00;5.795.054,40069;102.379.294,41211
34;2053;6,00;0,13791;119.648,05256;0,00;0,00;0,00;0,00;0,00;0,00;26.266,81196;22.405,80003;13.214,58665;5.754,11563;0,00;789,75593;942,48986;1.506,25028;198,60167;50.376,06792;35.611,25393;13.025,7121;0,00;399,60052;476,88079;762,13215;100,48843;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;708.954,62153;0,00;0,00;0,00;808.003,30144;22.427,37778;15.399,34977;0,00;0,00;4.325,91834;2.702,10968;0,00;7.769.671,23021;4.208.255,46537;2.176.678,65265;0,00;201.466,76975;203.286,69309;877.000,11673;299,0901;102.684,44252;0,00;7.792.098,60799;-6.984.095,30655;101.416.117,82838;6,00;5.723.711,94633;101.118.911,05189
35;2054;6,00;0,1301;0,00;0,00;0,00;0,00;0,00;0,00;0,00;25.150,38854;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;39.639,86125;29.367,13104;10.272,73022;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;678.821,78532;0,00;0,00;0,00;743.612,03511;19.791,03698;13.215,39066;0,00;0,00;3.892,7549;2.682,89142;0,00;7.501.011,89411;4.030.627,65625;2.085.586,58423;0,00;194.015,65343;194.793,52495;897.668,44957;0,00;98.320,02568;0,00;7.520.802,93109;-6.777.190,89598;100.237.198,51632;6,00;5.660.503,20935;100.002.223,36526
36;2055;6,00;0,12274;0,00;0,00;0,00;0,00;0,00;0,00;0,00;24.015,20305;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;40.135,91213;29.732,03578;10.403,87635;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;648.182,55112;0,00;0,00;0,00;712.333,66629;16.952,94809;10.816,1978;0,00;0,00;3.474,50732;2.662,24296;0,00;7.223.886,16453;3.849.857,26901;1.992.720,3054;0,00;186.365,04453;186.095,46242;914.965,82063;0,00;93.882,26254;0,00;7.240.839,11262;-6.528.505,44633;99.200.914,60678;6,00;5.608.423,07514;99.082.140,99407
37;2056;6,00;0,11579;0,00;0,00;0,00;0,00;0,00;0,00;0,00;22.867,71124;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;40.527,21345;30.020,08284;10.507,13061;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;617.211,16339;0,00;0,00;0,00;680.606,08808;14.882,27019;9.168,2541;0,00;0,00;3.073,60805;2.640,40805;0,00;6.938.989,3817;3.667.049,76006;1.898.542,09109;0,00;178.553,50229;177.238,97875;928.208,65897;0,00;89.396,39055;0,00;6.953.871,65189;-6.273.265,56381;98.355.759,57444;6,00;5.568.532,52582;98.377.407,95608
38;2057;6,00;0,10924;0,00;0,00;0,00;0,00;0,00;0,00;0,00;21.708,813;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;40.794,91989;30.217,68796;10.577,23193;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;585.931,90996;0,00;0,00;0,00;648.435,64285;12.992,43779;7.683,85137;0,00;0,00;2.691,57006;2.617,01636;0,00;6.645.653,22808;3.482.385,02448;1.803.095,64325;0,00;170.585,34169;168.239,48225;936.481,80888;0,00;84.865,92752;0,00;6.658.645,66587;-6.010.210,02302;97.720.852,61317;6,00;5.542.031,87598;97.909.229,80904
39;2058;6,00;0,10306;0,00;0,00;0,00;0,00;0,00;0,00;0,00;20.543,54996;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;40.934,38213;30.321,52145;10.612,86068;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;554.480,86769;0,00;0,00;0,00;615.958,79978;10.914,67879;5.992,12322;0,00;0,00;2.330,37369;2.592,18189;0,00;6.345.003,09615;3.296.666,31169;1.706.819,69925;0,00;162.505,10711;159.140,26964;939.561,12572;0,00;80.310,58273;0,00;6.355.917,77494;-5.739.958,97516;97.317.669,63706;6,00;5.530.156,25003;97.699.427,08391
40;2059;6,00;0,09723;0,00;0,00;0,00;0,00;0,00;0,00;0,00;19.376,23135;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;40.937,29331;30.325,63571;10.611,65761;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;522.974,34437;0,00;0,00;0,00;583.287,86903;9.562,78686;5.005,32835;0,00;0,00;1.991,62636;2.565,83215;0,00;6.038.567,59674;3.110.599,24481;1.610.084,09416;0,00;154.320,56583;149.973,5734;937.842,91643;0,00;75.747,20211;0,00;6.048.130,3836;-5.464.842,51457;97.168.080,44622;6,00;5.534.075,07416;97.768.659,6435
41;2060;6,00;0,09173;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18.211,3666;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;40.796,62849;30.224,5769;10.572,05159;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;491.534,05182;0,00;0,00;0,00;550.542,0469;8.353,25268;4.138,5133;0,00;0,00;1.676,82026;2.537,91913;0,00;5.727.003,60795;2.924.862,7156;1.513.337,21656;0,00;146.078,44847;140.784,21088;930.747,60213;0,00;71.193,4143;0,00;5.735.356,86063;-5.184.814,81373;97.293.056,58064;6,00;5.555.030,68979;98.138.875,51956
42;2061;6,00;0,08654;0,00;0,00;0,00;0,00;0,00;0,00;0,00;17.054,57232;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;40.509,49328;30.016,12224;10.493,37105;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;460.311,58565;0,00;0,00;0,00;517.875,65125;7.276,08991;3.380,38084;0,00;0,00;1.387,30504;2.508,40404;0,00;5.411.422,08352;2.740.345,6095;1.417.088,47491;0,00;137.802,09333;131.613,81858;917.900,91091;0,00;66.671,17629;0,00;5.418.698,17343;-4.900.822,52218;97.714.758,33849;6,00;5.594.283,17984;98.832.336,17722
43;2062;6,00;0,08164;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15.911,78907;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;40.076,30476;29.700,7284;10.375,57637;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;429.467,2841;0,00;0,00;0,00;485.455,37792;6.320,68273;2.719,15629;0,00;0,00;1.124,25921;2.477,26722;0,00;5.089.764,80926;2.558.020,13839;1.321.844,20872;0,00;129.545,5674;122.519,33583;895.631,84757;0,00;62.203,71136;0,00;5.096.085,49199;-4.610.630,11407;98.455.924,33471;6,00;5.653.302,36379;99.875.008,42694
44;2063;6,00;0,07702;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14.786,32816;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;39.488,23928;29.271,71287;10.216,52641;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;399.090,52159;0,00;0,00;0,00;453.365,08903;5.469,31309;2.136,57797;0,00;0,00;888,54505;2.444,19006;0,00;4.771.897,85451;2.378.403,3812;1.227.924,94304;0,00;121.332,12173;113.544,94251;872.888,5016;0,00;57.803,96443;0,00;4.777.367,1676;-4.324.002,07857;99.541.973,78685;6,00;5.733.060,3809;101.284.066,72927
45;2064;6,00;0,07266;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13.683,46605;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;38.748,30567;28.731,10739;10.017,19829;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;369.323,71185;0,00;0,00;0,00;421.755,48356;4.726,88479;1.636,74846;0,00;0,00;680,97308;2.409,16325;0,00;4.454.637,11723;2.202.326,07998;1.135.812,67105;0,00;113.201,54817;104.742,26124;845.061,9942;0,00;53.492,56258;0,00;4.459.364,00202;-4.037.608,51846;100.990.694,09432;6,00;5.834.787,49265;103.081.245,70346
46;2065;6,00;0,06855;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12.606,7744;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;37.852,20713;28.075,54428;9.776,66285;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;340.263,25632;0,00;0,00;0,00;390.722,23784;4.080,50553;1.206,58113;0,00;0,00;502,00755;2.371,91685;0,00;4.139.353,72442;2.030.343,43837;1.045.834,9308;0,00;105.201,77821;96.144,34925;812.545,75926;0,00;49.283,46854;0,00;4.143.434,22995;-3.752.711,99211;102.823.997,2964;6,00;5.959.712,02268;105.288.245,73403
47;2066;6,00;0,06467;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11.561,65651;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;36.809,35463;27.312,51988;9.496,83475;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;312.054,99281;0,00;0,00;0,00;360.426,00396;3.530,32778;845,85241;0,00;0,00;351,92354;2.332,55183;0,00;3.827.919,13646;1.863.367,40456;958.399,96093;0,00;97.374,9287;87.796,53585;775.782,50108;0,00;45.197,80533;0,00;3.831.449,46424;-3.471.023,46028;105.063.774,64685;6,00;6.109.033,33643;107.926.255,61018
48;2067;6,00;0,06101;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10.551,58216;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;35.620,88499;26.442,49744;9.178,38755;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;284.792,57204;0,00;0,00;0,00;330.965,03919;3.075,57892;554,16368;0,00;0,00;230,56415;2.290,85109;0,00;3.522.136,10077;1.701.913,01245;873.841,08909;0,00;89.733,81583;79.731,42468;735.667,62147;0,00;41.249,13726;0,00;3.525.211,67969;-3.194.246,6405;107.731.374,62264;6,00;6.283.920,53818;111.015.929,50786
49;2068;6,00;0,05756;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9.579,75636;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;34.290,19719;25.468,23421;8.821,96298;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;258.562,4991;0,00;0,00;0,00;302.432,45265;2.713,98032;330,07629;0,00;0,00;137,33083;2.246,57321;0,00;3.225.664,08919;1.546.512,67306;792.412,03255;0,00;82.309,89171;71.983,54857;694.995,94964;0,00;37.449,99365;0,00;3.228.378,06951;-2.925.945,61686;110.847.512,07815;6,00;6.485.399,03346;114.575.382,92446
50;2069;6,00;0,0543;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8.651,11077;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;32.836,87031;24.405,16222;8.431,7081;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;233.497,88216;0,00;0,00;0,00;274.985,86324;2.441,45999;170,6115;0,00;0,00;70,98425;2.199,86424;0,00;2.935.971,20719;1.398.026,45972;714.464,14321;0,00;75.140,52908;64.595,0343;649.925,38708;0,00;33.819,6538;0,00;2.938.412,66718;-2.663.426,80394;114.430.758,84901;6,00;6.714.717,36723;118.626.673,48775
51;2070;6,00;0,05123;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7.767,05937;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;31.259,66405;23.252,8469;8.006,81715;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;209.636,88502;0,00;0,00;0,00;248.663,60845;2.249,55734;70,2084;0,00;0,00;29,21075;2.150,13819;0,00;2.654.926,66203;1.256.707,91659;640.102,18807;0,00;68.289,75376;57.576,96645;601.886,19185;0,00;30.363,64531;0,00;2.657.176,21937;-2.408.512,61092;118.503.285,38669;6,00;6.973.089,65261;123.191.250,52944
52;2071;6,00;0,04833;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6.931,66466;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;29.583,59804;22.030,38449;7.553,21355;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;187.089,15651;0,00;0,00;0,00;223.604,41921;2.125,04283;19,32465;0,00;0,00;8,04017;2.097,67801;0,00;2.389.453,62876;1.123.240,45003;569.657,21706;0,00;61.740,42445;50.962,53553;556.755,15205;0,00;27.097,84964;0,00;2.391.578,67159;-2.167.974,25238;123.086.472,33382;6,00;7.261.396,57662;128.284.672,85368
53;2072;6,00;0,04559;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6.146,83709;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;27.824,02261;20.749,70679;7.074,31582;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;165.906,26112;0,00;0,00;0,00;199.877,12082;2.045,84433;2,41445;0,00;0,00;1,00455;2.042,42533;0,00;2.137.315,23348;997.965,25028;503.290,90445;0,00;55.538,53828;44.771,40174;511.719,40339;0,00;24.029,73535;0,00;2.139.361,07781;-1.939.483,95699;128.196.251,78008;6,00;7.580.711,3338;133.925.900,23049
54;2073;6,00;0,04301;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5.412,9297;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;25.986,99945;19.415,29225;6.571,7072;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;146.097,72726;0,00;0,00;0,00;177.497,65642;1.983,99863;0,05616;0,00;0,00;0,02336;1.983,9191;0,00;1.898.905,74603;880.941,84093;441.075,25421;0,00;49.755,64225;39.011,26487;466.961,06124;0,00;21.160,68253;0,00;1.900.889,74466;-1.723.392,08824;133.851.777,13678;6,00;7.932.150,48854;140.134.658,63079
55;2074;6,00;0,04058;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4.731,29546;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;24.092,4847;18.041,43125;6.051,05345;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;127.700,07224;0,00;0,00;0,00;156.523,85241;1.922,18114;0,00004;0,00;0,00;0,00002;1.922,18108;0,00;1.670.863,47732;772.354,87716;383.184,62665;0,00;44.382,29;33.694,86558;418.750,83761;0,00;18.495,98032;0,00;1.672.785,65846;-1.516.261,80605;140.073.128,7267;6,00;8.317.103,80948;146.935.500,63422
56;2075;6,00;0,03828;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4.103,94951;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;22.174,03152;16.652,66196;5.521,36956;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;110.767,68563;0,00;0,00;0,00;137.045,66666;1.857,78457;0,00001;0,00;0,00;0,00;1.857,78456;0,00;1.459.980,40529;672.495,61705;329.825,16674;0,00;39.400,41377;28.836,26568;373.379,43559;0,00;16.043,50646;0,00;1.461.838,18986;-1.324.792,5232;146.884.787,57643;6,00;8.736.642,48666;154.347.350,59768
57;2076;6,00;0,03611;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3.529,87262;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;20.241,61497;15.255,71619;4.985,89878;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;95.273,05832;0,00;0,00;0,00;119.044,54591;1.790,38559;0,00001;0,00;0,00;0,00;1.790,38558;0,00;1.263.488,22353;581.157,64056;280.954,49931;0,00;34.810,69818;24.429,02045;328.337,08848;0,00;13.799,27654;0,00;1.265.278,60912;-1.146.234,06321;154.305.960,08566;6,00;9.192.066,99207;162.393.183,52654
58;2077;6,00;0,03407;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3.007,65758;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18.305,72223;13.857,30334;4.448,41888;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;81.178,20864;0,00;0,00;0,00;102.491,58845;1.719,65467;0,00001;0,00;0,00;0,00;1.719,65466;0,00;1.078.237,73646;498.063,50491;236.506,37662;0,00;30.649,01231;20.464,58754;280.796,46573;0,00;11.757,78935;0,00;1.079.957,39113;-977.465,80268;162.359.881,26664;6,00;9.684.943,06343;171.100.660,78729
59;2078;6,00;0,03214;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2.537,33407;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;16.398,84766;12.479,81671;3.919,03095;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;68.483,93765;0,00;0,00;0,00;87.420,11938;1.646,34972;0,00001;0,00;0,00;0,00;1.646,34971;0,00;917.080,25985;423.143,76128;196.557,49609;0,00;26.896,9638;16.940,45349;243.622,4243;0,00;9.919,1609;0,00;918.726,60957;-831.306,49019;171.073.942,5967;6,00;10.216.161,25783;180.485.515,55493
60;2079;6,00;0,03032;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2.117,09915;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14.534,13683;11.130,38094;3.403,75589;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;57.141,5833;0,00;0,00;0,00;73.792,81927;1.570,33548;0,00001;0,00;0,00;0,00;1.570,33547;0,00;770.609,54629;356.018,92802;161.047,00353;0,00;23.512,88296;13.836,54198;207.917,8468;0,00;8.276,34301;0,00;772.179,88177;-698.387,0625;180.464.340,4592;6,00;10.787.227,70955;190.574.356,20198
61;2080;6,00;0,0286;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.745,8939;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12.737,05281;9.824,85619;2.912,19662;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;47.122,56491;0,00;0,00;0,00;61.605,51162;1.492,54421;0,00001;0,00;0,00;0,00;1.492,5442;0,00;623.952,60575;296.432,69207;129.972,5896;0,00;20.591,06013;11.137,35175;158.993,71611;0,00;6.825,19609;0,00;625.445,14996;-563.839,63834;190.558.230,38832;6,00;11.400.630,99382;201.411.147,55746
62;2081;6,00;0,02698;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.421,57025;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11.023,17073;8.571,09332;2.452,07741;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;38.368,90449;0,00;0,00;0,00;50.813,64547;1.412,92447;0,00001;0,00;0,00;0,00;1.412,92446;0,00;510.833,34479;243.956,29661;103.238,37665;0,00;18.053,8134;8.821,42923;131.206,10627;0,00;5.557,32264;0,00;512.246,26926;-461.432,62379;201.398.698,10527;6,00;12.056.982,89602;213.006.697,82969
63;2082;6,00;0,02545;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.142,18901;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9.416,30977;7.384,18892;2.032,12085;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;30.828,26258;0,00;0,00;0,00;41.386,76136;1.332,47089;0,00001;0,00;0,00;0,00;1.332,47088;0,00;407.330,68975;198.255,13695;80.705,35713;0,00;16.001,45845;6.867,75084;101.035,84451;0,00;4.465,14186;0,00;408.663,16064;-367.276,39928;212.997.350,64533;6,00;12.758.365,28582;225.397.786,71623
